帖子名称,发帖人ID,发帖人progression,发帖时间,发帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following,回帖人ID,回帖人progression,回帖时间,回帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,MichaelP,master,2019-04-08T17:54:28.367Z,915,224,212,12,409,-,2016-01-21T21:12:47.087Z,26,34
"Finally give up, thank you all",Jianfa Chen,contributor,2019-04-10T22:49:49.027Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,authman,expert,2019-04-10T22:58:27.373Z,179,332,304,28,624,Irving-United States,2017-02-28T00:17:38.713Z,19,4
Hopefully there will be more than 9000 teams,Peng ,contributor,2019-04-09T19:07:38.7Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1,JingtaoZ,contributor,2019-04-09T19:11:58.16Z,227,8,7,1,4,Columbus-USA,2019-02-22T16:34:45.37Z,2,4
"final sub  in 3 seconds, get 92club tho!!!!!!!!!!!",Orange,expert,2019-04-11T00:14:19.57Z,81,62,53,9,56,Shenzhen-China,2016-06-11T07:33:20.02Z,14,6,CPMP,grandmaster,2019-04-11T00:14:55.023Z,15,5018,4781,237,12237,-France,2012-12-16T12:03:05.527Z,2106,0
"May break the .901, but ran out of submission",ZackCode,novice,2019-04-10T19:06:54.973Z,1999,6,5,1,8,-Canada,2017-02-07T21:12:31.573Z,1,1,Zhang Xiaodong,novice,2019-04-10T19:18:18.853Z,931,21,21,0,11,Shanghai-China,2018-10-11T06:55:04.857Z,0,2
Santander's (likely) motivation,George Okromchedlishvili,expert,2019-04-05T14:29:58.823Z,183,67,59,8,76,Moscow-Russia,2018-12-27T14:58:41.313Z,4,3,morchius,novice,2019-04-06T12:51:19.867Z,,6,5,1,1,-,2018-08-19T14:44:57.853Z,0,0
Last day of madness,AmirH,expert,2019-04-10T10:37:15.213Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,Jacek Poplawski,expert,2019-04-10T11:10:06.913Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20
Maybe memes are the solution?,Kamal Chhirang,expert,2019-03-31T08:21:54.523Z,1353,155,136,19,257,Jaipur-India,2018-08-14T12:44:01.867Z,31,13,Kamal Chhirang,expert,2019-04-01T05:01:58.84Z,1353,155,136,19,257,Jaipur-India,2018-08-14T12:44:01.867Z,31,13
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Rodrigo Modesto ,contributor,2019-03-18T03:38:24.36Z,5658,3,3,0,0,Osasco-Brazil,2018-10-10T10:52:46.447Z,3,6
How long does it take to jump from 0.910 to 0.920?,Neil Gao,expert,2019-04-09T14:03:19.293Z,81,7,1,6,20,Edison-USA,2016-03-08T18:11:19.96Z,2,2,Dalton Hall,expert,2019-04-09T19:23:56.587Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,Xuan Cao,master,2019-04-09T14:39:59.297Z,17,162,149,13,419,Philadelphia-United States,2017-03-31T15:21:17.997Z,55,19
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,Scirpus,grandmaster,2019-04-08T17:27:24.34Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0
"Finally give up, thank you all",Jianfa Chen,contributor,2019-04-10T22:49:49.027Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,Daniel Möller,expert,2019-04-10T23:36:20.483Z,3831,588,554,34,598,Rio de Janeiro-Brazil,2017-04-28T19:01:17.173Z,11,1
Hopefully there will be more than 9000 teams,Peng ,contributor,2019-04-09T19:07:38.7Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1,Branden Murray,grandmaster,2019-04-10T00:21:16.263Z,278,369,358,11,1196,-United States,2013-12-21T22:24:25.577Z,561,12
"May break the .901, but ran out of submission",ZackCode,novice,2019-04-10T19:06:54.973Z,1999,6,5,1,8,-Canada,2017-02-07T21:12:31.573Z,1,1,Manoj,expert,2019-04-10T19:18:36.177Z,732,356,295,61,465,Jajpur-India,2016-11-22T13:49:44.363Z,18,85
Santander's (likely) motivation,George Okromchedlishvili,expert,2019-04-05T14:29:58.823Z,183,67,59,8,76,Moscow-Russia,2018-12-27T14:58:41.313Z,4,3,dhaqui the kaggler,expert,2019-04-06T15:25:59.733Z,1016,156,153,3,86,Tokyo-Japan,2018-11-19T07:36:04.663Z,9,6
Maybe memes are the solution?,Kamal Chhirang,expert,2019-03-31T08:21:54.523Z,1353,155,136,19,257,Jaipur-India,2018-08-14T12:44:01.867Z,31,13,Michael Icaza,expert,2019-03-31T12:07:50.603Z,4706,72,72,0,47,-United States,2017-01-14T00:58:18.097Z,0,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,will,contributor,2019-03-20T14:36:43.563Z,2545,10,4,6,4,Seoul-South Korea,2018-07-22T07:47:31.427Z,0,9
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,Issam Mahmoudi,expert,2019-04-09T12:37:26.72Z,156,71,71,0,72,Paris-France,2017-06-28T14:45:04.86Z,3,1
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,Aman.cyberia,expert,2019-04-08T13:30:12.423Z,1622,95,62,33,293,Dublin-Ireland,2016-03-08T20:17:09.9Z,7,103
Late to the party...,TK,contributor,2019-04-10T16:44:55.63Z,266,31,27,4,42,Santa Clara-USA,2017-04-22T04:06:03.627Z,2,5,jionie,expert,2019-04-10T17:00:32.703Z,202,108,106,2,230,Atlanta-USA,2017-07-19T02:44:26.56Z,9,51
Why count is crucial? ,zeyu wang,contributor,2019-04-11T01:10:58.98Z,256,10,8,2,11,Tokyo-Japan,2014-10-13T13:36:05.8Z,0,1,Chris Deotte,master,2019-04-11T01:12:58.467Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,Scirpus,grandmaster,2019-04-08T17:41:18.59Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0
Power of team work,Ahmed Mahjoub,contributor,2019-04-10T23:03:50.74Z,1732,5,4,1,7,Pasadena-USA,2019-03-12T19:24:10.78Z,0,0,CPMP,grandmaster,2019-04-10T23:42:53.31Z,15,5018,4781,237,12238,-France,2012-12-16T12:03:05.527Z,2106,0
[Shake up report] - Drop of 8364 places...is this the biggest drop in LB placing ever,sandy1112,expert,2019-04-11T12:21:49.737Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14,Abhishek,grandmaster,2019-04-11T14:06:25.957Z,84,1399,1217,182,3545,Stavanger-Norway,2011-01-12T03:44:52Z,1451,0
# 21 Magics,Vasily Ryazanov,master,2019-04-11T00:23:36.727Z,21,11,9,2,45,-Russian Federation,2013-10-04T20:07:09.76Z,23,2,YaGana Sheriff-Hussaini,expert,2019-04-11T00:41:19.427Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11
A simple (silly) question about overfit/ underfit,X8X8D3N9,expert,2019-04-07T21:27:10.083Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8,Giba,grandmaster,2019-04-09T23:58:36.567Z,7,632,598,34,4022,Curitiba-Brazil,2012-08-23T17:26:51.11Z,6020,23
Is it Okay ?,Manoj,expert,2019-04-09T22:57:51.283Z,732,356,295,61,465,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Tilii,grandmaster,2019-04-09T23:33:57.327Z,2952,1445,1352,93,5021,-USA,2016-03-06T08:29:19.203Z,521,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Arthur  Llau,master,2019-04-07T11:14:52.163Z,45,39,36,3,75,Paris-France,2015-12-15T10:08:47.85Z,40,14
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,Strideradu,master,2019-04-09T18:50:42.163Z,20,359,327,32,367,East Lansing-USA,2015-05-12T04:15:16.467Z,59,42
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,Ahmet Erdem,master,2019-04-08T12:31:56.377Z,55,216,195,21,1092,Amsterdam-Netherlands,2015-11-22T15:08:14.03Z,222,15
Late to the party...,TK,contributor,2019-04-10T16:44:55.63Z,266,31,27,4,42,Santa Clara-USA,2017-04-22T04:06:03.627Z,2,5,kojimar,expert,2019-04-10T16:58:52.383Z,292,17,17,0,5,Tokyo-Japan,2018-04-08T10:13:44.813Z,4,6
Why count is crucial? ,zeyu wang,contributor,2019-04-11T01:10:58.98Z,256,10,8,2,11,Tokyo-Japan,2014-10-13T13:36:05.8Z,0,1,Marcus Lin,master,2019-04-11T01:12:34.597Z,5,170,165,5,217,Taoyuan District-Taiwan,2017-12-04T03:30:20.55Z,195,7
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,Yassine Alouini,expert,2019-04-08T16:41:21.63Z,818,205,178,27,251,"Bordeaux, France-France",2014-03-10T07:49:31.513Z,24,105
Power of team work,Ahmed Mahjoub,contributor,2019-04-10T23:03:50.74Z,1732,5,4,1,7,Pasadena-USA,2019-03-12T19:24:10.78Z,0,0,MichaelP,master,2019-04-10T23:31:59.737Z,915,224,212,12,409,-,2016-01-21T21:12:47.087Z,26,34
[Shake up report] - Drop of 8364 places...is this the biggest drop in LB placing ever,sandy1112,expert,2019-04-11T12:21:49.737Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14,Kamal Chhirang,expert,2019-04-11T12:27:27.733Z,1353,155,136,19,257,Jaipur-India,2018-08-14T12:44:01.867Z,31,13
A simple (silly) question about overfit/ underfit,X8X8D3N9,expert,2019-04-07T21:27:10.083Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8,Joe Eddy,master,2019-04-09T00:47:50.163Z,250,250,240,10,1254,New York-United States,2016-03-27T18:14:06.353Z,130,40
Is it Okay ?,Manoj,expert,2019-04-09T22:57:51.283Z,732,356,295,61,465,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Sohier Dane,staff,2019-04-09T23:21:33.63Z,,389,345,44,581,Seattle-United States,2017-06-19T20:36:46.327Z,203,4
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,timetraveller,contributor,2019-04-09T18:01:25.603Z,258,26,26,0,41,Delhi-India,2018-09-11T19:09:35.793Z,1,6
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,Chuanle Dou,expert,2019-04-08T12:06:10.673Z,113,21,18,3,25,Tianjin-China,2018-01-15T06:54:40.5Z,2,8
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,Manoj,expert,2019-04-08T15:18:48.443Z,732,356,295,61,465,Jajpur-India,2016-11-22T13:49:44.363Z,18,85
"To admin, just to confirm, the competition is ending in 30 min?",Peng ,contributor,2019-04-10T23:32:17.7Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1,authman,expert,2019-04-10T23:33:27.3Z,179,332,304,28,624,Irving-United States,2017-02-28T00:17:38.713Z,19,4
[Shake up report] - Drop of 8364 places...is this the biggest drop in LB placing ever,sandy1112,expert,2019-04-11T12:21:49.737Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14,PC Jimmmy,expert,2019-04-11T13:20:51Z,646,336,325,11,331,Pittsburgh-United States,2017-05-07T14:07:42.827Z,17,9
Is the 'magic' a transformation of value frequency?,Jianfa Chen,contributor,2019-04-10T16:02:43.283Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,Xuan Cao,master,2019-04-11T18:18:35.16Z,17,162,149,13,419,Philadelphia-United States,2017-03-31T15:21:17.997Z,55,19
shake-up,Jacek Poplawski,expert,2019-04-10T20:46:09.827Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20,Joe Eddy,master,2019-04-10T22:48:37.377Z,250,250,240,10,1254,New York-United States,2016-03-27T18:14:06.353Z,130,40
What a competition,Ivan Panshin,expert,2019-04-10T22:49:41.977Z,,96,84,12,227,Perm-Russia,2019-01-29T05:41:09.087Z,9,4,Chris Deotte,master,2019-04-10T22:58:46.56Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
Final discussion on failed FE,Anon,contributor,2019-04-04T12:19:22.027Z,1958,80,76,4,48,Toronto-Canada,2016-04-10T20:20:41.25Z,1,4,Haiyuan Zhao,contributor,2019-04-05T14:51:44.643Z,166,6,6,0,10,Beijing-China,2018-11-05T13:09:44.537Z,1,11
My team's leader is disconnected,Baba Firas,contributor,2019-04-10T23:14:38.063Z,57,97,81,16,146,Ariana-Tunisia,2018-04-04T00:49:38.163Z,28,16,CPMP,grandmaster,2019-04-10T23:22:42.08Z,15,5018,4781,237,12238,-France,2012-12-16T12:03:05.527Z,2106,0
More hype about magic than GOT season 8,Nanashi,expert,2019-04-10T19:25:30.407Z,663,266,204,62,594,Valladolid-Spain,2019-02-04T18:37:32.493Z,197,101,Federico,contributor,2019-04-10T19:32:19.893Z,2211,33,30,3,48,Milan-Italy,2018-11-20T09:51:45.127Z,5,10
EDA: The Most Influencial Feature?,CFPK,contributor,2019-04-10T19:52:16.833Z,807,57,52,5,53,Santiago-Chile,2016-08-31T00:58:27.347Z,2,3,Chris Deotte,master,2019-04-10T20:01:27.05Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
A simple (silly) question about overfit/ underfit,X8X8D3N9,expert,2019-04-07T21:27:10.083Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8,CPMP,grandmaster,2019-04-09T07:34:10.773Z,15,5018,4781,237,12238,-France,2012-12-16T12:03:05.527Z,2106,0
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,Ilya Chernov,contributor,2019-04-09T12:39:35.467Z,86,34,33,1,32,Moscow-Russia,2018-02-14T12:13:02.62Z,5,13
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,MichaelP,master,2019-04-09T07:32:40.887Z,915,224,212,12,409,-,2016-01-21T21:12:47.087Z,26,34
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,Aries Heart,contributor,2019-04-09T08:09:20.557Z,555,1,1,0,1,Xian-China,2019-01-14T08:59:12.963Z,0,2
"To admin, just to confirm, the competition is ending in 30 min?",Peng ,contributor,2019-04-10T23:32:17.7Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1,JingtaoZ,contributor,2019-04-10T23:58:55.743Z,227,8,7,1,4,Columbus-USA,2019-02-22T16:34:45.37Z,2,4
[Shake up report] - Drop of 8364 places...is this the biggest drop in LB placing ever,sandy1112,expert,2019-04-11T12:21:49.737Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14,Jacek Poplawski,expert,2019-04-11T13:49:24.76Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20
Is the 'magic' a transformation of value frequency?,Jianfa Chen,contributor,2019-04-10T16:02:43.283Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,Kamal Chhirang,expert,2019-04-10T16:09:23.697Z,1353,155,136,19,257,Jaipur-India,2018-08-14T12:44:01.867Z,31,13
shake-up,Jacek Poplawski,expert,2019-04-10T20:46:09.827Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20,MichaelP,master,2019-04-10T21:46:20.143Z,915,224,212,12,409,-,2016-01-21T21:12:47.087Z,26,34
Final discussion on failed FE,Anon,contributor,2019-04-04T12:19:22.027Z,1958,80,76,4,48,Toronto-Canada,2016-04-10T20:20:41.25Z,1,4,emoji,contributor,2019-04-08T02:58:53.993Z,288,20,19,1,10,Beijing-China,2018-06-21T08:44:42.407Z,1,2
My team's leader is disconnected,Baba Firas,contributor,2019-04-10T23:14:38.063Z,57,97,81,16,146,Ariana-Tunisia,2018-04-04T00:49:38.163Z,28,16,KyeongHwanKim,expert,2019-04-10T23:19:54.55Z,29,33,31,2,49,Incheon-South Korea,2017-08-25T05:30:27.08Z,12,10
More hype about magic than GOT season 8,Nanashi,expert,2019-04-10T19:25:30.407Z,663,266,204,62,594,Valladolid-Spain,2019-02-04T18:37:32.493Z,197,101,Ricardo Hortelano,contributor,2019-04-10T19:32:41.797Z,2323,25,22,3,13,Madrid-Spain,2018-03-01T13:56:10.673Z,5,6
EDA: The Most Influencial Feature?,CFPK,contributor,2019-04-10T19:52:16.833Z,807,57,52,5,53,Santiago-Chile,2016-08-31T00:58:27.347Z,2,3,mey lone,contributor,2019-04-10T22:09:33.983Z,1631,43,42,1,58,Fredericton-Canada,2018-02-16T04:20:48.82Z,1,1
A simple (silly) question about overfit/ underfit,X8X8D3N9,expert,2019-04-07T21:27:10.083Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8,Dalton Hall,expert,2019-04-09T07:27:59.587Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,CPMP,grandmaster,2019-04-09T12:40:45.913Z,15,5018,4781,237,12238,-France,2012-12-16T12:03:05.527Z,2106,0
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,Thomas Nelson,expert,2019-04-08T21:02:11.647Z,1075,135,119,16,300,Manchester-USA,2017-05-08T13:59:05.78Z,27,3
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,Peng ,contributor,2019-04-08T23:58:57.057Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1
[Shake up report] - Drop of 8364 places...is this the biggest drop in LB placing ever,sandy1112,expert,2019-04-11T12:21:49.737Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14,sandy1112,expert,2019-04-11T13:58:48.093Z,422,77,72,5,76,Bangalore-India,2016-04-01T04:45:11.467Z,3,14
Is the 'magic' a transformation of value frequency?,Jianfa Chen,contributor,2019-04-10T16:02:43.283Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,ABCXM,novice,2019-04-10T16:04:12.627Z,2372,5,5,0,3,-,2017-08-15T07:55:33.557Z,0,0
2 more people to break 9k barrier,Georgios Sarantitis,expert,2019-04-10T20:15:13.343Z,1232,142,130,12,175,Αθήνα-Ελλάδα,2016-02-26T16:42:58.353Z,25,8,Chris Deotte,master,2019-04-10T20:27:39.687Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
You couldn't have escaped Santander tonight,Yury Kashnitsky,master,2019-04-10T20:57:34.177Z,,395,360,35,1505,Amsterdam-Netherlands,2014-03-27T13:30:04.747Z,703,6,Lukasz Grad,master,2019-04-10T20:57:58.107Z,13,89,86,3,214,Warsaw-Poland,2017-06-23T09:53:29.657Z,53,2
Magic FE in a nutshell,Ilya Khristoforov,expert,2019-04-11T05:44:58.153Z,1072,322,301,21,232,-Russian Federation,2012-08-14T17:04:39.46Z,15,44,Chris Deotte,master,2019-04-11T06:05:08.023Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,Sohier Dane,staff,2019-04-10T00:17:24.143Z,,389,345,44,581,Seattle-United States,2017-06-19T20:36:46.327Z,203,4
105th place submission :),Lyalikov Artyom,expert,2019-04-11T00:12:45.983Z,98,75,72,3,117,Voronezh-Russia,2016-08-01T07:03:17.08Z,14,16,Chris Deotte,master,2019-04-11T04:06:03.367Z,50,1708,1677,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,Branden Murray,grandmaster,2019-04-03T18:53:04.103Z,278,369,358,11,1196,-United States,2013-12-21T22:24:25.577Z,561,12
"9000 teams, new history record of Kaggle",Strideradu,master,2019-04-10T20:28:01.493Z,20,359,327,32,367,East Lansing-USA,2015-05-12T04:15:16.467Z,59,42,Jacek Poplawski,expert,2019-04-10T20:39:57.497Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20
Some useful hints,Vasily Ryazanov,master,2019-04-11T08:04:07.583Z,21,11,9,2,45,-Russian Federation,2013-10-04T20:07:09.76Z,23,2,YaGana Sheriff-Hussaini,expert,2019-04-11T22:10:36.903Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11
Final discussion on failed FE,Anon,contributor,2019-04-04T12:19:22.027Z,1958,80,76,4,48,Toronto-Canada,2016-04-10T20:20:41.25Z,1,4,JM100,expert,2019-04-04T12:48:25.853Z,1501,160,131,29,199,Fes-Morocco,2018-09-11T15:26:46.917Z,8,43
My team's leader is disconnected,Baba Firas,contributor,2019-04-10T23:14:38.063Z,57,97,81,16,146,Ariana-Tunisia,2018-04-04T00:49:38.163Z,28,16,Ahmed Mahjoub,contributor,2019-04-10T23:31:53.84Z,1732,5,4,1,7,Pasadena-USA,2019-03-12T19:24:10.78Z,0,0
More hype about magic than GOT season 8,Nanashi,expert,2019-04-10T19:25:30.407Z,663,266,204,62,594,Valladolid-Spain,2019-02-04T18:37:32.493Z,197,101,Mike Matusiak,contributor,2019-04-10T19:50:00.03Z,1797,11,11,0,9,Warsaw-Poland,2013-08-14T17:03:38.643Z,3,47
A simple (silly) question about overfit/ underfit,X8X8D3N9,expert,2019-04-07T21:27:10.083Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8,Avinash Barnwal,contributor,2019-04-10T02:59:17.757Z,1383,5,5,0,1,Stony Brook-USA,2012-07-03T15:34:57.74Z,2,5
What is your CV?,Fredrik Jonsson,expert,2019-04-09T11:59:18.7Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0,MarkPotanin,contributor,2019-04-09T12:50:04.907Z,157,7,6,1,9,Moscow-Russia,2016-10-20T22:23:58.077Z,0,0
Can I really get a job easily If I get a gold on Kaggle?,Pratik Gupta,contributor,2019-04-08T11:15:14.8Z,1339,18,13,5,21,Delhi-India,2018-12-02T13:03:43.31Z,2,1,L.B.,contributor,2019-04-09T10:43:45.823Z,196,7,6,1,7,Tokyo-Japan,2018-09-11T00:06:41Z,0,1
I've realized that I am not a magician but a warrior.,Chanran Kim,expert,2019-04-08T15:17:36.523Z,2463,31,28,3,50,Seoul-South Korea,2017-08-01T08:52:57.233Z,14,5,emoji,contributor,2019-04-09T00:27:28.343Z,288,20,19,1,10,Beijing-China,2018-06-21T08:44:42.407Z,1,2
Is the 'magic' a transformation of value frequency?,Jianfa Chen,contributor,2019-04-10T16:02:43.283Z,1788,19,14,5,18,Houston-USA,2016-09-06T07:47:11.187Z,1,5,Scirpus,grandmaster,2019-04-11T15:45:22.58Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0
2 more people to break 9k barrier,Georgios Sarantitis,expert,2019-04-10T20:15:13.343Z,1232,142,130,12,175,Αθήνα-Ελλάδα,2016-02-26T16:42:58.353Z,25,8,Fredrik Jonsson,expert,2019-04-10T20:17:23.737Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0
You couldn't have escaped Santander tonight,Yury Kashnitsky,master,2019-04-10T20:57:34.177Z,,395,360,35,1505,Amsterdam-Netherlands,2014-03-27T13:30:04.747Z,703,6,Roman,expert,2019-04-10T21:20:49.287Z,368,76,67,9,146,Saint Petersburg-Russia,2018-03-06T20:24:31.2Z,5,1
Magic FE in a nutshell,Ilya Khristoforov,expert,2019-04-11T05:44:58.153Z,1072,322,301,21,232,-Russian Federation,2012-08-14T17:04:39.46Z,15,44,Ilya Chernov,contributor,2019-04-11T09:23:23.153Z,86,34,33,1,32,Moscow-Russia,2018-02-14T12:13:02.62Z,5,13
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,YaGana Sheriff-Hussaini,expert,2019-04-10T01:25:44.147Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11
